hospital_name,city,state,hospital_ownership,overall_rating,cpt_code,procedure_name,payer,gross_charge,cash_price,negotiated_rate,medicare_rate,markup_vs_medicare,payer_type,price_tier
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,93000,Electrocardiogram (ECG),Blue Cross Blue Shield of Arizona,397.59,82.1,70.67,28,2.52,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,93000,Electrocardiogram (ECG),Aetna,397.59,82.1,87.24,28,3.12,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,93000,Electrocardiogram (ECG),UnitedHealthcare,397.59,82.1,68.52,28,2.45,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,93000,Electrocardiogram (ECG),Cigna,397.59,82.1,85.78,28,3.06,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,93000,Electrocardiogram (ECG),Humana,397.59,82.1,64.54,28,2.31,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,93000,Electrocardiogram (ECG),Medicare,397.59,82.1,27.5,28,0.98,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,93000,Electrocardiogram (ECG),Medicaid/AHCCCS,397.59,82.1,22.51,28,0.8,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,93000,Electrocardiogram (ECG),Cash/Self-Pay,397.59,82.1,82.1,28,2.93,Cash,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,85025,Complete Blood Count (CBC),Blue Cross Blue Shield of Arizona,183.59,23.06,38.1,11,3.46,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,85025,Complete Blood Count (CBC),Aetna,183.59,23.06,30.05,11,2.73,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,85025,Complete Blood Count (CBC),UnitedHealthcare,183.59,23.06,26.26,11,2.39,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,85025,Complete Blood Count (CBC),Cigna,183.59,23.06,27.26,11,2.48,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,85025,Complete Blood Count (CBC),Humana,183.59,23.06,23.36,11,2.12,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,85025,Complete Blood Count (CBC),Medicare,183.59,23.06,11.1,11,1.01,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,85025,Complete Blood Count (CBC),Medicaid/AHCCCS,183.59,23.06,9.19,11,0.84,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,85025,Complete Blood Count (CBC),Cash/Self-Pay,183.59,23.06,23.06,11,2.1,Cash,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,80053,Comprehensive Metabolic Panel,Blue Cross Blue Shield of Arizona,110.57,32.54,34.92,14,2.49,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,80053,Comprehensive Metabolic Panel,Aetna,110.57,32.54,33.73,14,2.41,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,80053,Comprehensive Metabolic Panel,UnitedHealthcare,110.57,32.54,34.53,14,2.47,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,80053,Comprehensive Metabolic Panel,Cigna,110.57,32.54,34.17,14,2.44,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,80053,Comprehensive Metabolic Panel,Humana,110.57,32.54,28.01,14,2.0,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,80053,Comprehensive Metabolic Panel,Medicare,110.57,32.54,14.56,14,1.04,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,80053,Comprehensive Metabolic Panel,Medicaid/AHCCCS,110.57,32.54,11.5,14,0.82,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,80053,Comprehensive Metabolic Panel,Cash/Self-Pay,110.57,32.54,32.54,14,2.32,Cash,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,36415,Blood Draw,Blue Cross Blue Shield of Arizona,23.41,5.08,9.19,3,3.06,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,36415,Blood Draw,Aetna,23.41,5.08,8.56,3,2.85,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,36415,Blood Draw,UnitedHealthcare,23.41,5.08,7.45,3,2.48,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,36415,Blood Draw,Cigna,23.41,5.08,9.48,3,3.16,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,36415,Blood Draw,Humana,23.41,5.08,8.3,3,2.77,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,36415,Blood Draw,Medicare,23.41,5.08,2.86,3,0.95,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,36415,Blood Draw,Medicaid/AHCCCS,23.41,5.08,2.49,3,0.83,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,36415,Blood Draw,Cash/Self-Pay,23.41,5.08,5.08,3,1.69,Cash,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99213,Office Visit (Established Patient),Blue Cross Blue Shield of Arizona,1144.72,343.0,395.61,115,3.44,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99213,Office Visit (Established Patient),Aetna,1144.72,343.0,362.98,115,3.16,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99213,Office Visit (Established Patient),UnitedHealthcare,1144.72,343.0,283.84,115,2.47,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99213,Office Visit (Established Patient),Cigna,1144.72,343.0,250.94,115,2.18,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99213,Office Visit (Established Patient),Humana,1144.72,343.0,259.02,115,2.25,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99213,Office Visit (Established Patient),Medicare,1144.72,343.0,118.57,115,1.03,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99213,Office Visit (Established Patient),Medicaid/AHCCCS,1144.72,343.0,100.44,115,0.87,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99213,Office Visit (Established Patient),Cash/Self-Pay,1144.72,343.0,343.0,115,2.98,Cash,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99283,Emergency Dept Visit (Moderate),Blue Cross Blue Shield of Arizona,3605.27,432.09,530.47,186,2.85,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99283,Emergency Dept Visit (Moderate),Aetna,3605.27,432.09,455.83,186,2.45,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99283,Emergency Dept Visit (Moderate),UnitedHealthcare,3605.27,432.09,466.67,186,2.51,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99283,Emergency Dept Visit (Moderate),Cigna,3605.27,432.09,558.18,186,3.0,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99283,Emergency Dept Visit (Moderate),Humana,3605.27,432.09,495.67,186,2.66,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99283,Emergency Dept Visit (Moderate),Medicare,3605.27,432.09,194.85,186,1.05,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99283,Emergency Dept Visit (Moderate),Medicaid/AHCCCS,3605.27,432.09,149.41,186,0.8,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,99283,Emergency Dept Visit (Moderate),Cash/Self-Pay,3605.27,432.09,432.09,186,2.32,Cash,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27447,Total Knee Replacement,Blue Cross Blue Shield of Arizona,18915.51,4414.97,4083.33,1600,2.55,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27447,Total Knee Replacement,Aetna,18915.51,4414.97,3985.19,1600,2.49,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27447,Total Knee Replacement,UnitedHealthcare,18915.51,4414.97,3417.47,1600,2.14,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27447,Total Knee Replacement,Cigna,18915.51,4414.97,3940.42,1600,2.46,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27447,Total Knee Replacement,Humana,18915.51,4414.97,4391.02,1600,2.74,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27447,Total Knee Replacement,Medicare,18915.51,4414.97,1535.65,1600,0.96,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27447,Total Knee Replacement,Medicaid/AHCCCS,18915.51,4414.97,1277.32,1600,0.8,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27447,Total Knee Replacement,Cash/Self-Pay,18915.51,4414.97,4414.97,1600,2.76,Cash,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27130,Total Hip Replacement,Blue Cross Blue Shield of Arizona,21243.99,2786.12,4270.39,1545,2.76,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27130,Total Hip Replacement,Aetna,21243.99,2786.12,4022.81,1545,2.6,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27130,Total Hip Replacement,UnitedHealthcare,21243.99,2786.12,3867.03,1545,2.5,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27130,Total Hip Replacement,Cigna,21243.99,2786.12,4980.93,1545,3.22,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27130,Total Hip Replacement,Humana,21243.99,2786.12,2969.28,1545,1.92,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27130,Total Hip Replacement,Medicare,21243.99,2786.12,1573.27,1545,1.02,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27130,Total Hip Replacement,Medicaid/AHCCCS,21243.99,2786.12,1103.5,1545,0.71,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,27130,Total Hip Replacement,Cash/Self-Pay,21243.99,2786.12,2786.12,1545,1.8,Cash,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Blue Cross Blue Shield of Arizona,7203.98,1735.47,1364.92,612,2.23,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Aetna,7203.98,1735.47,1763.84,612,2.88,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,UnitedHealthcare,7203.98,1735.47,1404.63,612,2.3,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Cigna,7203.98,1735.47,1821.39,612,2.98,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Humana,7203.98,1735.47,1820.47,612,2.97,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Medicare,7203.98,1735.47,582.06,612,0.95,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Medicaid/AHCCCS,7203.98,1735.47,539.22,612,0.88,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Cash/Self-Pay,7203.98,1735.47,1735.47,612,2.84,Cash,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,45378,Colonoscopy,Blue Cross Blue Shield of Arizona,4356.53,997.73,1690.06,492,3.44,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,45378,Colonoscopy,Aetna,4356.53,997.73,1381.05,492,2.81,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,45378,Colonoscopy,UnitedHealthcare,4356.53,997.73,1210.04,492,2.46,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,45378,Colonoscopy,Cigna,4356.53,997.73,1379.41,492,2.8,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,45378,Colonoscopy,Humana,4356.53,997.73,982.83,492,2.0,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,45378,Colonoscopy,Medicare,4356.53,997.73,515.94,492,1.05,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,45378,Colonoscopy,Medicaid/AHCCCS,4356.53,997.73,381.23,492,0.77,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,45378,Colonoscopy,Cash/Self-Pay,4356.53,997.73,997.73,492,2.03,Cash,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,59510,Cesarean Section,Blue Cross Blue Shield of Arizona,26109.31,5851.5,7205.99,2100,3.43,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,59510,Cesarean Section,Aetna,26109.31,5851.5,5269.04,2100,2.51,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,59510,Cesarean Section,UnitedHealthcare,26109.31,5851.5,4079.42,2100,1.94,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,59510,Cesarean Section,Cigna,26109.31,5851.5,4979.99,2100,2.37,Commercial,2: Mid (1.5-2.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,59510,Cesarean Section,Humana,26109.31,5851.5,6235.68,2100,2.97,Commercial,3: High (2.5-3.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,59510,Cesarean Section,Medicare,26109.31,5851.5,2203.52,2100,1.05,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,59510,Cesarean Section,Medicaid/AHCCCS,26109.31,5851.5,1500.99,2100,0.71,Government,1: Low (<1.5x Medicare)
Banner - University Medical Center Phoenix,Phoenix,AZ,Voluntary non-profit,4,59510,Cesarean Section,Cash/Self-Pay,26109.31,5851.5,5851.5,2100,2.79,Cash,3: High (2.5-3.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,70553,MRI Brain with Contrast,Blue Cross Blue Shield of Arizona,9906.45,1153.77,1346.13,446,3.02,Commercial,3: High (2.5-3.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,70553,MRI Brain with Contrast,Aetna,9906.45,1153.77,1042.37,446,2.34,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,70553,MRI Brain with Contrast,UnitedHealthcare,9906.45,1153.77,1050.97,446,2.36,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,70553,MRI Brain with Contrast,Cigna,9906.45,1153.77,1202.83,446,2.7,Commercial,3: High (2.5-3.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,70553,MRI Brain with Contrast,Humana,9906.45,1153.77,1355.73,446,3.04,Commercial,3: High (2.5-3.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,70553,MRI Brain with Contrast,Medicare,9906.45,1153.77,451.06,446,1.01,Government,1: Low (<1.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,70553,MRI Brain with Contrast,Medicaid/AHCCCS,9906.45,1153.77,349.51,446,0.78,Government,1: Low (<1.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,70553,MRI Brain with Contrast,Cash/Self-Pay,9906.45,1153.77,1153.77,446,2.59,Cash,3: High (2.5-3.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,71250,CT Chest,Blue Cross Blue Shield of Arizona,6768.56,988.87,704.74,312,2.26,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,71250,CT Chest,Aetna,6768.56,988.87,766.61,312,2.46,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,71250,CT Chest,UnitedHealthcare,6768.56,988.87,582.71,312,1.87,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,71250,CT Chest,Cigna,6768.56,988.87,1007.2,312,3.23,Commercial,3: High (2.5-3.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,71250,CT Chest,Humana,6768.56,988.87,678.4,312,2.17,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,71250,CT Chest,Medicare,6768.56,988.87,315.69,312,1.01,Government,1: Low (<1.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,71250,CT Chest,Medicaid/AHCCCS,6768.56,988.87,240.75,312,0.77,Government,1: Low (<1.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,71250,CT Chest,Cash/Self-Pay,6768.56,988.87,988.87,312,3.17,Cash,3: High (2.5-3.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,74177,CT Abdomen & Pelvis,Blue Cross Blue Shield of Arizona,3928.76,1104.42,1118.92,389,2.88,Commercial,3: High (2.5-3.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,74177,CT Abdomen & Pelvis,Aetna,3928.76,1104.42,966.35,389,2.48,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,74177,CT Abdomen & Pelvis,UnitedHealthcare,3928.76,1104.42,763.86,389,1.96,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,74177,CT Abdomen & Pelvis,Cigna,3928.76,1104.42,954.11,389,2.45,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,74177,CT Abdomen & Pelvis,Humana,3928.76,1104.42,807.75,389,2.08,Commercial,2: Mid (1.5-2.5x Medicare)
Mayo Clinic Hospital,Phoenix,AZ,Voluntary non-profit,5,74177,CT Abdomen & Pelvis,Medicare,3928.76,1104.42,388.69,389,1.0,Government,1: Low (<1.5x Medicare)
